0,0.027799547
1,0.0452309072
2,0.0340486355
3,0.0288086533
4,0.0382503601
5,0.0325726055
6,0.0399783823
7,0.0434982483
8,0.037000488
9,0.0338504195
10,0.0284516339
11,0.0265500998
12,0.029389896
13,0.0381046407
14,0.0372461139
15,0.038907411
16,0.029823328
17,0.0258895336
18,0.0297808963
19,0.0264388225
20,0.0279499879
21,0.0319550202
22,0.0497463816
23,0.0346087134
24,0.0390469885
25,0.025512767
26,0.0244091237
27,0.0287964987
28,0.0380279137
29,0.0283259832
