surname,name,term,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,weights,wordcount
sutton,jim,47,0.0469940172,0.0180153402,0.0165396575,0.0194536999,0.028340979,0.0203274192,0.0859967246,0.0702557704,0.0328883758,0.013360826,0.0167744591,0.216763125,0.0290145214,0.011224331,0.0329219359,0.027335428,0.0121060636,0.017692437,0.0254341297,0.0198908469,0.010248677,0.0382842489,0.0349122891,0.0222133397,0.0252972521,0.0211712132,0.0193552017,0.0178856473,0.0347842114,0.014517709,0.0003822868,17340
swain,paul,47,0.0263788435,0.0372581229,0.0170598613,0.022100332,0.0437949625,0.0339697798,0.124991636,0.0956808782,0.0264696653,0.014623882,0.0198809007,0.0245856621,0.0286769298,0.007127657,0.0232621387,0.0207402103,0.0432323915,0.0216388071,0.014527547,0.0234160865,0.0133204318,0.028816839,0.0632078818,0.0291096394,0.0270725328,0.0217021935,0.0896738024,0.0187553532,0.0247109693,0.0142140997,0.0006674146,30273
tamihere,john,47,0.0250863447,0.0301333375,0.0442513026,0.0172766314,0.0283135698,0.0178895091,0.0301855516,0.1284898221,0.0284015639,0.0198797098,0.0168090838,0.0206114576,0.0119947146,0.0822920071,0.0592745978,0.036095532,0.0160118284,0.0250914682,0.0137699639,0.0168016568,0.0142185095,0.0207091659,0.056992958,0.0260787402,0.1200147522,0.0103073294,0.0182097536,0.0262856088,0.026372339,0.0121511066,0.0009139389,41455
tanczos,nandor,47,0.0228063198,0.070972789,0.0813297471,0.0288522381,0.0134464369,0.0388887146,0.043276177,0.0347368152,0.0103457557,0.02005683,0.0280777249,0.0155268457,0.011100586,0.0155425701,0.0187318905,0.0882445645,0.1345872709,0.0732364903,0.0149338482,0.0104975546,0.009183056,0.0242234323,0.0366474197,0.045931861,0.0298529618,0.0145633236,0.0167166094,0.0131887125,0.019257926,0.015243616,0.0014390651,65274
te,heuheu,47,0.027865263,0.0610354286,0.0616644336,0.0170403736,0.0201897277,0.0327830415,0.0365770989,0.0411752496,0.0232067218,0.0209471491,0.0267284037,0.0106759751,0.0152020135,0.1308152908,0.0371593399,0.0628557883,0.0296476768,0.0167352822,0.0226837215,0.0147515031,0.0141282706,0.0213151429,0.0576169322,0.0728840155,0.0303403871,0.0215980802,0.0117917137,0.0162045679,0.0311087911,0.0132726023,0.0017214812,78084
tisch,lindsay,47,0.0379011705,0.0583531557,0.0330382354,0.0479640815,0.0275203393,0.0386383759,0.0456400738,0.025858919,0.0257689058,0.014077535,0.0166412359,0.036952387,0.0308293982,0.0094492047,0.0161468121,0.0321993681,0.021725643,0.0186932944,0.0212079924,0.0305882699,0.0132015056,0.0392835742,0.035127311,0.1029445614,0.0539646731,0.0170514212,0.0283089733,0.0361050508,0.02466419,0.0601543943,0.0021578481,97877
tizard,judith,47,0.0360693314,0.0361662456,0.0210554708,0.0173071993,0.0223142782,0.0292705171,0.1257212948,0.0329954191,0.0426522936,0.0194568392,0.0251703057,0.049030937,0.0173041675,0.00841579,0.0358262227,0.084049594,0.0257344225,0.0210201236,0.0708768543,0.0195723724,0.0084919915,0.0165332746,0.0195868103,0.0279467457,0.0206732749,0.0272992896,0.0524714731,0.0472824504,0.0247487865,0.0149561921,0.000796475,36127
tremain,chris,47,0.0120833333,0.1145833372,0.0083333331,0.0033333335,0.0095833337,0.0045833333,0.0633333342,0.0070833333,0.0083333331,0.0058329183,0.0083333331,0.0733333328,0.0070833333,0.0045833333,0.0683321236,0.0133333339,0.0045833333,0.054583334,0.1333333302,0.0058329183,0.023333334,0.0108333335,0.0145822954,0.0295833345,0.0383333348,0.0095833337,0.0133333339,0.0033333335,0.0145822954,0.2320833353,3.90884961234E-05,1773
turei,metiria,47,0.0420812578,0.0376591415,0.0715707648,0.0201849271,0.012241827,0.0301834342,0.0590075035,0.0246050029,0.0202315186,0.0260121441,0.0686696124,0.0134903341,0.0478904601,0.128647966,0.0309030505,0.1010072934,0.0165907123,0.0179975659,0.0198958159,0.0152225309,0.0094187814,0.0251178519,0.0132101014,0.0311087646,0.029289916,0.012672361,0.0134078495,0.0209528289,0.0209259422,0.0198025924,0.0014315033,64931
turia,tariana,47,0.0223919376,0.0233582692,0.0611321208,0.0129896476,0.0146493661,0.0279930665,0.0307430811,0.0210442789,0.0171836302,0.0449512504,0.0199699636,0.010614928,0.0316313268,0.2819377608,0.0641243736,0.0457499679,0.0237022154,0.043806846,0.0113203758,0.0145944116,0.01169465,0.0398065717,0.0274064508,0.0155818915,0.0091928974,0.0215697025,0.0117825019,0.0107071583,0.019389755,0.0089802175,0.000357749,16227
turner,judy,47,0.0318458265,0.0343594015,0.0242647971,0.0161612769,0.0180358573,0.0525978177,0.0595180114,0.0182875284,0.0246564746,0.1320822426,0.0248109912,0.0171601024,0.0108967749,0.018597178,0.0301065205,0.0653731227,0.0326517366,0.0628100856,0.0186641323,0.0146432136,0.0114845094,0.0375880744,0.019468828,0.0303058675,0.0169013165,0.0951542069,0.0111748592,0.0121607336,0.0362987876,0.0219397049,0.001532322,69504
wang,kenneth,47,0.0144476585,0.0380718458,0.0157540155,0.1255786983,0.1876585538,0.0173839419,0.0333782456,0.0399453004,0.0341278966,0.0253023076,0.0157194392,0.0140029977,0.0107088432,0.0098030891,0.0188158188,0.0300228656,0.0178604579,0.0177552548,0.0160038861,0.0280051105,0.0088998238,0.0449839977,0.0543580086,0.0306223716,0.0177881196,0.0090705634,0.0222334772,0.0460936648,0.0199647664,0.0356393059,5.65273003303E-05,2564
ward,mike,47,0.0191290541,0.0251898908,0.0210765302,0.0172187091,0.0197607173,0.0139894767,0.0468899698,0.01196698,0.0254887755,0.0270562102,0.0206751494,0.027344517,0.0588649505,0.0068226813,0.068039241,0.0927721228,0.0269394495,0.0854584516,0.058784352,0.0410807639,0.0130869057,0.0312831455,0.0345133568,0.0241486894,0.0134124397,0.0285454745,0.0860161211,0.0155821879,0.0112661726,0.0275974893,0.0008113563,36802
williamson,maurice,47,0.0230617666,0.0330735399,0.0148037849,0.0155592712,0.0306271067,0.0233369523,0.0194908241,0.0625135194,0.0123447258,0.0124639652,0.0199158787,0.0156117789,0.0120987664,0.0091279003,0.0345870532,0.0202843424,0.0220617534,0.0456603564,0.02706305,0.0168650052,0.0120815101,0.024969321,0.1147258397,0.0377269101,0.0365380017,0.0155659794,0.1943263823,0.0150552679,0.057981047,0.0204783861,0.0012260295,55611
wilson,margaret,47,0.0208408634,0.052807984,0.1216340051,0.0213711637,0.0170783706,0.0749565495,0.1075585235,0.0224815867,0.0308917794,0.0194455139,0.0170450481,0.0067878663,0.0074846543,0.0934178442,0.0244151526,0.0410515521,0.0276285479,0.0111908133,0.0192718662,0.0121283011,0.0104685238,0.0308402924,0.0174936167,0.0412988068,0.0417071764,0.0105669971,0.0085158697,0.0132160146,0.0272454398,0.0491594597,0.0005814772,26375
wong,pansy,47,0.0515344383,0.0679161069,0.0315508639,0.0579248762,0.0514026241,0.0349316176,0.0457827074,0.0492828096,0.0264348281,0.0211871847,0.0395698433,0.0236377806,0.0131177223,0.0083569345,0.0278344812,0.0206950715,0.0153142114,0.0293222438,0.0285363281,0.0165116009,0.0132841555,0.0260810397,0.0425588397,0.0684196706,0.0237471029,0.0225327305,0.0182735049,0.035427934,0.0650705558,0.0237602054,0.0019582388,88823
woolerton,r,47,0.0279445265,0.042174507,0.017146521,0.0236589394,0.0407044017,0.0133872208,0.015823736,0.0482607899,0.0381223366,0.01509571,0.014100469,0.1849435239,0.0429915257,0.0149668116,0.0547658746,0.0424866979,0.0138817418,0.0246011785,0.0180170254,0.0249916939,0.0125621094,0.0226996808,0.0980342884,0.0186005788,0.0319893027,0.0161593697,0.018892298,0.0321139079,0.0163610953,0.0145221921,0.0005350031,24267
worth,richard,47,0.0544848176,0.0506588728,0.1637323395,0.024534878,0.0127091221,0.0436557021,0.0538963452,0.0294582595,0.0142944702,0.0142659714,0.0140852451,0.0198018257,0.014685814,0.010955324,0.0254516739,0.0616419772,0.0646544767,0.0250836046,0.0201891398,0.0140135426,0.0126852799,0.0266174235,0.0200982293,0.0784599722,0.0401643237,0.0146064539,0.0128685253,0.0201525095,0.0266185662,0.0154753053,0.0017781187,80653
yates,dianne,47,0.0378101596,0.0737041457,0.0245076914,0.0174570087,0.0307221397,0.0302405009,0.0331158095,0.0493199575,0.0390465611,0.0378507754,0.0426961433,0.0342727265,0.0148931048,0.0089048783,0.0391373102,0.0339291669,0.0190294234,0.0467822134,0.0308291208,0.0467320504,0.012067669,0.0249131668,0.0512668599,0.0374168004,0.0374255208,0.0440648745,0.0323145722,0.0152948025,0.0307421746,0.0235126741,0.0006541205,29670
anderton,jim,48,0.0306982552,0.0303536017,0.0333914775,0.0144661357,0.0506327704,0.0168038705,0.0842014153,0.0866713329,0.0473587403,0.0202796216,0.0150614019,0.108705157,0.0534364771,0.0162261578,0.0432513946,0.0245975547,0.0109727671,0.0640251348,0.0150717936,0.0110152048,0.0094768226,0.0256284002,0.0434579564,0.0287656441,0.0229598793,0.0178729494,0.0132381671,0.024025895,0.023797737,0.0135564201,0.0011648063,52834
ardern,shane,48,0.0212309873,0.0860368777,0.0290517505,0.014620191,0.0214251134,0.0413882967,0.0285763083,0.0425884775,0.0262215424,0.0100814261,0.0138664619,0.1497849363,0.0482080877,0.0094800531,0.029648612,0.0403949959,0.0213948133,0.0330566288,0.0215784722,0.0195187895,0.0126294469,0.0262955986,0.0590992919,0.0502757159,0.0209155502,0.0207831656,0.0226927967,0.0165832315,0.0502071347,0.0123651202,0.0012235824,55500
auchinvole,chris,48,0.0202842127,0.0514206937,0.0549197123,0.0263219164,0.0256503345,0.0263926945,0.0544370583,0.0418175396,0.0181707241,0.0154067724,0.0176529014,0.0341742703,0.0548282302,0.0120738557,0.0825384778,0.0445812591,0.018773473,0.0266027483,0.0214231308,0.0233440504,0.0240299536,0.0266570645,0.064135261,0.0428562625,0.0399361146,0.0156081674,0.0204605772,0.0349949074,0.0331549018,0.0273527754,0.0012155133,55134
barker,rick,48,0.0226218863,0.0365660536,0.1412952947,0.0195896869,0.0392304041,0.0717223796,0.0982323441,0.0815221894,0.014630491,0.0376959823,0.0175024586,0.0088958457,0.0091272146,0.0067036854,0.036225409,0.040100381,0.031759134,0.016228234,0.0122019299,0.0120549904,0.0116174527,0.0255159572,0.0316715089,0.0402778306,0.0305845026,0.0402996323,0.0119109792,0.0117371475,0.0207421334,0.0217368729,0.0011237557,50972
barnett,tim,48,0.0641921851,0.0819077595,0.0652634271,0.0348298305,0.0109955104,0.0261025004,0.0323977557,0.0419200421,0.0202224362,0.0258115006,0.0270663343,0.010626025,0.0129706614,0.0113273802,0.1329602129,0.0368232173,0.0152540763,0.0565084975,0.0478850313,0.0199006254,0.0290290441,0.0324891539,0.0382263153,0.0197296631,0.0245185513,0.0199777892,0.01106344,0.012638139,0.0113603098,0.0260029139,0.0003775689,17126
bennett,david,48,0.0239165844,0.0604100083,0.026879011,0.0377396414,0.0390124506,0.0137913941,0.034553455,0.0608544249,0.0618784428,0.0258250344,0.013171391,0.0173198398,0.0154008677,0.0064536259,0.0318449524,0.0500145324,0.0173398428,0.0203691719,0.0280416358,0.0166242509,0.0128008263,0.0276169402,0.0568766183,0.0420037276,0.03250837,0.014381824,0.0765392597,0.0191235362,0.0225746814,0.0941337279,0.0016878602,76559
bennett,paula,48,0.0128558676,0.0504777097,0.0175249333,0.0339424929,0.0309743933,0.0194812693,0.0207234702,0.0275060151,0.0196306125,0.0915774364,0.0568831763,0.0107618823,0.0162650033,0.0119449797,0.0322779081,0.0334064776,0.0129677707,0.0135517958,0.0431053206,0.0386233061,0.0133465239,0.0222605882,0.111180845,0.0424377029,0.022844555,0.0175467801,0.0157467894,0.0150011669,0.0357739926,0.1093792004,0.0015278465,69301
benson,pope,48,0.0146867319,0.0305151349,0.0160658876,0.0248323767,0.0588979223,0.026413005,0.064145307,0.0710571519,0.0397810248,0.1512343889,0.0332362245,0.009747555,0.0232444231,0.0069470047,0.035041811,0.0411114552,0.0228088403,0.0204680377,0.0200810082,0.023372144,0.0116564275,0.0680750347,0.0410350454,0.0199712302,0.0215588545,0.0258915799,0.0123497466,0.0136161055,0.0350093046,0.0171492513,0.0008920687,40463
beyer,georgina,48,0.0306851576,0.066166736,0.0300513154,0.0357607095,0.0290070802,0.0233743357,0.025814644,0.0887261489,0.0400236999,0.0609975482,0.0088400855,0.0116846975,0.0072319308,0.0506123794,0.1079837463,0.0374317159,0.0126139278,0.0176184022,0.0298293848,0.026059999,0.0166758127,0.0279090855,0.0457321564,0.0176413737,0.0343322777,0.0331569199,0.0196884928,0.0102178435,0.0357128302,0.0184191067,0.000359667,16314
blue,jackie,48,0.0417031582,0.0425897005,0.0206387072,0.0297061562,0.0258126394,0.0237703799,0.0488279871,0.0396512626,0.0155084727,0.0419565463,0.0167763347,0.0192903444,0.0162775404,0.0108208594,0.0381530229,0.024752727,0.0158271835,0.0414564784,0.0290626951,0.0148911605,0.0103372276,0.0508832868,0.0380062222,0.039420538,0.0151967897,0.2168871793,0.0113834275,0.0129094354,0.0322128583,0.0152896526,0.0010242157,46457
blumsky,mark,48,0.013442479,0.073750204,0.0211103819,0.0287802786,0.0245103223,0.0168507578,0.0208377117,0.035352284,0.0395826179,0.0239127684,0.0235253157,0.0224137735,0.0270203713,0.0057723937,0.0864776803,0.0312828871,0.0166868781,0.039896011,0.0920295537,0.0347980392,0.0129017375,0.0259028531,0.1155793469,0.0293953575,0.026129613,0.0153882484,0.0265894458,0.0208040226,0.0207370819,0.0285396557,0.0008835587,40077
borrows,chester,48,0.0217780958,0.0355627281,0.0779320306,0.0166154365,0.0150916263,0.0498330204,0.0223598666,0.0540018259,0.011959847,0.0525885399,0.0199773599,0.0116283087,0.0082014523,0.0103289117,0.0401939266,0.0381832889,0.1714133633,0.0281280987,0.0232514957,0.0159048193,0.0132008603,0.0266477838,0.0843645756,0.0394045302,0.0219082123,0.0154204659,0.0168573168,0.0115792439,0.0218273166,0.023855698,0.0019834601,89967
bradford,sue,48,0.0206163381,0.0467382402,0.0267284424,0.0307033045,0.0263525511,0.0303058903,0.0522713681,0.0267269241,0.0208334506,0.1296155934,0.0138615229,0.0136049319,0.0182674579,0.0128679195,0.0359857831,0.075140538,0.0291155202,0.0268436155,0.0295324025,0.0348639615,0.0095165218,0.0411623092,0.0191665849,0.03502497,0.0140714735,0.0262449121,0.0152970027,0.0263326246,0.0208156865,0.091392166,0.0026342958,119488
brash,don,48,0.0245731608,0.0103132701,0.0371986477,0.0224549195,0.0462214132,0.0397828481,0.0114417582,0.1530552918,0.046319582,0.0130131569,0.0147807314,0.0109134009,0.0172682608,0.0072725961,0.0349105292,0.0224978671,0.0170214165,0.0090452059,0.0093871562,0.0114833117,0.0085943758,0.0422037831,0.0200553833,0.0131610204,0.1154561064,0.012052395,0.02273816,0.0176717388,0.1746650202,0.0144476602,0.0010736659,48700
brown,peter,48,0.0393874196,0.0573326289,0.0194731001,0.0268838054,0.0216104701,0.0280595717,0.0219603709,0.0637075035,0.014460375,0.0242519012,0.0132417767,0.0235225879,0.0289645787,0.0074120087,0.035334078,0.0364243414,0.0267043594,0.0273222128,0.0128468261,0.0137521551,0.0128043662,0.0289146021,0.0687067114,0.0367808313,0.0735455129,0.020493074,0.0743323336,0.0285782792,0.0359304318,0.0772617043,0.0030211904,137037
brownlee,gerry,48,0.0168728882,0.0278882138,0.0335108393,0.0199002286,0.0307766856,0.0537528543,0.0173408286,0.0895800345,0.016585411,0.0151847063,0.0133155544,0.0123979036,0.0375529672,0.0237650886,0.0308145724,0.0317633359,0.0228320807,0.0143451291,0.0127455446,0.0188985054,0.0132992219,0.0239846556,0.0764636826,0.025727904,0.1284858645,0.0177806345,0.0169341096,0.0304696865,0.1094483023,0.0175825687,0.0034533022,156637
burton,mark,48,0.0332596094,0.045938636,0.0877735924,0.023189692,0.0156601565,0.0415271997,0.115714099,0.0568439083,0.0265983581,0.0171212538,0.0174887184,0.0093278909,0.0102245056,0.0619857265,0.0323666519,0.0368244364,0.0764321213,0.0187440025,0.0311303024,0.0156601621,0.0158730575,0.0303809613,0.0240881229,0.0361767891,0.0402782456,0.015356902,0.0108710767,0.0134233257,0.0270195541,0.0127208983,0.0015155887,68745
carter,chris,48,0.03592878,0.0186203087,0.0294374374,0.0256071405,0.0181209626,0.0292204997,0.0631978758,0.0606866191,0.0307595576,0.0249201773,0.1520294911,0.0170657642,0.0444745044,0.0120637614,0.0597525852,0.0208815781,0.012113108,0.0141311435,0.0469450823,0.0702917772,0.0121665953,0.0263770101,0.0270684538,0.0146562652,0.0545871396,0.0114193216,0.0142546529,0.0105823882,0.0311093094,0.0115305908,0.0005231201,23728
carter,david,48,0.0140662516,0.1040429323,0.026581371,0.0246719446,0.0520123911,0.023386804,0.0195328117,0.09075248,0.0209095011,0.0122178028,0.0135152704,0.1120473614,0.0293346232,0.0066114042,0.0302990099,0.0288362296,0.0110301363,0.0295217375,0.0194143149,0.022302585,0.014496562,0.0226455921,0.0496163807,0.0297111386,0.0448883212,0.0191637757,0.0162113082,0.017332318,0.0782394606,0.0166081845,0.0017672719,80161
carter,john,48,0.0120582704,0.0630553263,0.017507897,0.0336025636,0.0278851885,0.0168683854,0.0267795455,0.0691030556,0.0166537631,0.0164256016,0.0101938273,0.0170933643,0.0204357695,0.0105278983,0.0293621284,0.0270783983,0.0175078842,0.0331359268,0.0757111127,0.0778147889,0.0135089415,0.0272006129,0.1404555814,0.037986167,0.0447834911,0.0118187604,0.0384507511,0.0104896455,0.0430643316,0.0134410089,0.0018111665,82152
chadwick,steve,48,0.0216369932,0.0558728225,0.0260903793,0.0191050011,0.0206721003,0.0221897576,0.0547942777,0.0503850839,0.0350635316,0.0593221966,0.0233629009,0.0204287345,0.0555174138,0.0188970873,0.0444723132,0.0265177436,0.018846146,0.0303799803,0.0585698559,0.022364199,0.0125707398,0.0252324941,0.0494929788,0.0215813014,0.0326017341,0.0716867437,0.0175027303,0.017946393,0.0327962127,0.0341001515,0.0012785885,57995
chauvel,charles,48,0.035881068,0.0593312321,0.1217062044,0.0302538975,0.085691861,0.0307069091,0.0598439959,0.0502102945,0.0403862421,0.0192858232,0.0190926219,0.0152958573,0.0219291116,0.0081969264,0.0333832914,0.0237439282,0.0356488648,0.0124577303,0.0138341572,0.017241746,0.0149930537,0.0321679092,0.0336290593,0.0437628357,0.026331804,0.0175502738,0.0145256772,0.0312695462,0.0264019237,0.0252461837,0.0015272954,69276
choudhary,ashraf,48,0.0216912473,0.0439197943,0.0127342803,0.0262746812,0.042162347,0.0168225556,0.0395434894,0.0345356892,0.0515930626,0.0234763103,0.1276777392,0.1308679212,0.0607981323,0.0100714664,0.0231793569,0.0324776007,0.0088786271,0.0153560861,0.0219625005,0.0160633352,0.016127204,0.0348753876,0.0291498304,0.016040669,0.0220850335,0.0242433106,0.0185943922,0.0172895166,0.0460860676,0.0154222501,0.0003903338,17705
clark,helen,48,0.0704943325,0.0090700527,0.0130176721,0.0168574501,0.0604293767,0.015851038,0.0242104464,0.0391344194,0.1553286847,0.0572543523,0.0474876349,0.0371235513,0.0360943674,0.0197451023,0.08681056,0.0206548908,0.0221341413,0.0066045523,0.0192751348,0.0346401108,0.0043184613,0.0691222999,0.0090464907,0.0045927354,0.0152087347,0.0271510078,0.0277730513,0.0152344922,0.0214698331,0.0138650823,0.0007291227,33072
clarkson,bob,48,0.0102123031,0.0285394229,0.0309541897,0.039688484,0.0239648965,0.0258814751,0.0162383147,0.0464837974,0.0135733576,0.0162361945,0.0138669114,0.0135366637,0.0122358811,0.0156717158,0.0373858329,0.017298992,0.021079951,0.025415253,0.0184803249,0.2131434162,0.009437694,0.0211225961,0.0999274822,0.0287775141,0.0546901912,0.0239829973,0.0574874923,0.0114244413,0.0268772089,0.0263855406,0.0003670085,16647
coleman,jonathan,48,0.0199225612,0.029036964,0.0190011214,0.01910542,0.0495967893,0.0274852186,0.0351414595,0.0617529367,0.025746435,0.0186784599,0.0491503817,0.0122307365,0.0118106078,0.0092322885,0.044594493,0.0343482501,0.0138528926,0.0295495436,0.0281053521,0.0147910789,0.0097813976,0.0247543475,0.0856553487,0.0187664227,0.0358944201,0.1672796606,0.0168188174,0.016512989,0.0449839753,0.0264196817,0.0015529133,70438
collins,judith,48,0.0248300099,0.0330087371,0.0343803847,0.038761368,0.0388403033,0.0304196066,0.0106613191,0.0701391754,0.0159868353,0.1187329216,0.0182555387,0.0099616163,0.0093040882,0.0070024873,0.0255112252,0.0179099553,0.0469431587,0.0266079464,0.0309094997,0.0280648046,0.0105498205,0.0257666493,0.1190540887,0.0208311739,0.0375859516,0.0274328929,0.0133366557,0.0162259815,0.0706473719,0.0223384678,0.0026783226,121485
connell,brian,48,0.0219726655,0.0762039682,0.0609174302,0.0308303344,0.0281901092,0.0327699874,0.0423497506,0.0444790571,0.0172298135,0.014378683,0.0117083463,0.0212835392,0.0178872937,0.0070910786,0.0289765328,0.0703755967,0.0351580951,0.0345625294,0.0117038427,0.0146101236,0.0136120291,0.022342323,0.0785585138,0.0556219271,0.075055406,0.0187920963,0.0162972476,0.0382782749,0.0376487819,0.0211145228,0.0007505741,34045
copeland,gordon,48,0.0488024457,0.0476714836,0.0327648579,0.0438183497,0.06022698,0.0254438286,0.0290885195,0.0328311527,0.0284282565,0.0447011403,0.0217168735,0.0325515381,0.0302863756,0.0115216236,0.0516013442,0.0604963233,0.0208399848,0.0504629174,0.0196485787,0.0206070125,0.0113276667,0.0400296229,0.042426531,0.0308660573,0.0273399394,0.0162726442,0.0196703058,0.046261464,0.0264815275,0.025814682,0.0024047252,109075
cosgrove,clayton,48,0.0146094525,0.0292182449,0.0651918537,0.0170310902,0.0665972337,0.0255262342,0.0558770273,0.1024008554,0.0177665783,0.0201770348,0.0215504988,0.0146901544,0.0133654743,0.0068664548,0.0481988076,0.0222015158,0.0183099147,0.0262970567,0.0205804142,0.0414772018,0.0112786594,0.0163977996,0.095819729,0.0320332148,0.0787724798,0.0159063225,0.0145273549,0.0358941125,0.0370984259,0.0143388042,0.0023015916,104397
cullen,michael,48,0.0270495158,0.0276808726,0.0310532304,0.0371883301,0.1062520701,0.0298091341,0.0496004745,0.0892894676,0.0414514735,0.0207607497,0.0280354344,0.0158360954,0.0165452553,0.0462348897,0.0262813685,0.0338788139,0.0150131477,0.0114817368,0.013123678,0.0154127477,0.0109263669,0.0581991607,0.0373295621,0.0214342097,0.0509838997,0.0169634558,0.0212474568,0.0391486926,0.0450481531,0.0167405857,0.0035017163,158833
cunliffe,david,48,0.032549793,0.0395666907,0.0300290733,0.0367372842,0.0350273462,0.0559994688,0.1066520626,0.0564588108,0.0482955565,0.0257108233,0.0178566121,0.0191102573,0.0153947053,0.0191139105,0.0397722076,0.0319579735,0.0152441958,0.0189489769,0.0387157622,0.0166837264,0.0107337945,0.0247928922,0.0396257059,0.0202931276,0.0327965447,0.0649018697,0.0163062592,0.0380439389,0.0392737224,0.0134068182,0.0013185809,59809
dalziel,lianne,48,0.0295526288,0.0465510735,0.0449793212,0.0406154687,0.0396517349,0.0303555376,0.1294788858,0.0701119064,0.0301860781,0.0225852227,0.0142283235,0.0162914812,0.0168255205,0.0079525828,0.0270785436,0.0254639155,0.0140633139,0.0127171091,0.0197123288,0.0201759302,0.0161995364,0.0223772513,0.0351181769,0.0400562287,0.022784744,0.0133356583,0.0107439011,0.1063078184,0.0315151972,0.0429847037,0.0014400131,65317
dean,jacqui,48,0.0141213388,0.0465119808,0.0149740956,0.0232444333,0.0220933911,0.0205781582,0.0415493128,0.0408024246,0.020213898,0.0204307487,0.0300013369,0.0302566669,0.0706014493,0.0065638671,0.0514900456,0.0207008167,0.0116362235,0.0722303311,0.0972717984,0.039837493,0.0141071618,0.030482723,0.0612104314,0.039753077,0.0251553061,0.0266555059,0.0218734534,0.0145881541,0.0273533543,0.0437110111,0.0012508981,56739
donnelly,brian,48,0.0324780632,0.058253101,0.031827377,0.045007899,0.020250463,0.0374940147,0.0419120135,0.0395815061,0.0217653534,0.0216440091,0.0989467048,0.0214952014,0.0245668292,0.0302893783,0.0577468758,0.0564791092,0.0144043555,0.0194077476,0.0385806888,0.018808006,0.0108234497,0.0353179194,0.04911852,0.0383154217,0.0292955391,0.0148870952,0.0242880983,0.0221862932,0.0293660879,0.0154628131,0.0016112706,73085
dunne,peter,48,0.0456433253,0.0472455352,0.0374698326,0.0986113664,0.0337775322,0.0328258956,0.0607422172,0.0309108856,0.0321418891,0.0233670235,0.0130312693,0.0219072926,0.0163556039,0.0078344654,0.0630558805,0.0855255283,0.025172239,0.0266700301,0.0177357894,0.0148713447,0.0122468692,0.0356258874,0.0271613626,0.0337441795,0.0370678581,0.0187709049,0.0244498545,0.0299518643,0.0304713808,0.0156149967,0.002462443,111693
duynhoven,harry,48,0.0308851785,0.0460016129,0.0301425902,0.0165638169,0.022185104,0.0205672677,0.095777073,0.0451454366,0.0312788927,0.0157750689,0.0157702096,0.0203054644,0.0525851357,0.0100770274,0.0408620768,0.0182872902,0.0308407732,0.0205695107,0.02230153,0.02055865,0.012082883,0.0346205064,0.0520336803,0.0266989702,0.0343081115,0.0181541858,0.1270894133,0.0257574209,0.0321231516,0.0306522293,0.0008847492,40131
dyson,ruth,48,0.031937693,0.0497809766,0.0461509507,0.0290133285,0.0471855061,0.0236701472,0.0858050811,0.0776125343,0.0294303474,0.0922409254,0.022571067,0.0128090982,0.007949263,0.0074414156,0.0246090611,0.022268735,0.0177023077,0.0107555358,0.0105334231,0.0117209541,0.0146654728,0.0416501477,0.0206454488,0.0359413325,0.0286781092,0.0444177181,0.0099963179,0.0146296648,0.0253919942,0.1027954223,0.0014893754,67556
fairbrother,russell,48,0.0236452963,0.0430451943,0.1706916073,0.0277416133,0.0288834406,0.0318823051,0.0383177709,0.0629963972,0.0212198275,0.0516928114,0.0165271755,0.0124466936,0.0089559107,0.0112822574,0.0430235291,0.0378631282,0.0371335433,0.0178494776,0.0127314345,0.0306890331,0.0100918111,0.0203896576,0.0402406282,0.0589371684,0.0390268838,0.0238328847,0.0161024261,0.0165786137,0.0245094791,0.0216720477,0.0021576276,97867
fenton,darien,48,0.0339052948,0.0423601781,0.0187178431,0.0168130801,0.0359064562,0.0326405301,0.0490200921,0.0594093916,0.0366776723,0.0489846533,0.0171729354,0.0190082271,0.0159461473,0.0090427968,0.0425398273,0.0244204095,0.0161368903,0.0174844741,0.0256334568,0.0188092309,0.0094657599,0.0338278553,0.0335836077,0.0295312307,0.0231056235,0.0288146752,0.0331542219,0.015555126,0.024452218,0.18788008,0.0017099949,77563
field,taito,48,0.0361119991,0.0326791474,0.0234216409,0.0104453318,0.0092781706,0.026283061,0.0280812514,0.0138250778,0.0158838617,0.0642366696,0.012270309,0.0088425392,0.0242225163,0.0392657592,0.1318249028,0.0305843453,0.0241014788,0.0333590222,0.044859389,0.0131371253,0.014250816,0.0146826609,0.0402241526,0.0793161706,0.1127305479,0.0160391864,0.0146161662,0.0078791109,0.0682986148,0.009248547,0.0001914962,8686
finlayson,christopher,48,0.0235672785,0.0698527502,0.1910070688,0.020899685,0.0122258458,0.0349581379,0.049527902,0.0506353216,0.0143721823,0.011387285,0.0139024837,0.013157978,0.0118233883,0.0484273383,0.040460055,0.0463793208,0.0214598892,0.014274723,0.0206140716,0.0122584631,0.0145614839,0.018652547,0.0305022471,0.0953236887,0.0263119361,0.0152710798,0.0102644407,0.0200123065,0.0322526926,0.0156563594,0.0044923994,203769
