surname,name,term,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,weights,wordcount
auchinvole,chris,50,0.0192994477,0.0636782055,0.0415879866,0.0184731122,0.0189525664,0.0443992513,0.0536380398,0.0281590647,0.0436778436,0.0316461931,0.015760301,0.0201707983,0.0310035351,0.0096429315,0.0820632255,0.0358034454,0.0161030026,0.0225934618,0.0255130274,0.0149398589,0.0712596566,0.02847425,0.0583210853,0.0276392091,0.0445409857,0.02786608,0.0248218257,0.0151100802,0.0203719058,0.0444895767,0.0018886601,85667
bakshi,kanwaljit,50,0.0355456455,0.0447677077,0.0243328228,0.039379996,0.0257834075,0.0612548356,0.083529082,0.0169268644,0.0726973232,0.0332718519,0.0243294993,0.0216095656,0.0169422486,0.0094475375,0.05038764,0.0352831331,0.02295931,0.0206355259,0.0250259678,0.0161553641,0.0816474226,0.0391700677,0.0152938757,0.0281557531,0.0290704684,0.0272343178,0.0143636727,0.0450049514,0.0229520678,0.0168421598,0.0008280897,37561
banks,john,50,0.0222249043,0.0353876987,0.0380531458,0.0241158169,0.0592064271,0.0395847904,0.0484070915,0.0814545924,0.0416160785,0.0371244102,0.0489556058,0.0490580085,0.0186954143,0.0097483024,0.0728098271,0.0227485017,0.010604501,0.0516242627,0.0140603907,0.0236970704,0.0304564061,0.0212771223,0.0415215973,0.0189143611,0.0369740478,0.0101554323,0.0145023823,0.0332491929,0.0216272532,0.0221454219,0.0014572536,66099
barry,maggie,50,0.0133636867,0.0578797036,0.0128210619,0.0400402048,0.0504455718,0.0187194474,0.034164842,0.0275175932,0.0634815792,0.0302931642,0.0263751261,0.0162440366,0.0541810671,0.0200702097,0.0453100839,0.0274051256,0.0140451884,0.0168234593,0.06619225,0.0203347855,0.0758972532,0.0439073352,0.0590303074,0.0192449056,0.0346703236,0.0353637995,0.0154990509,0.0271336698,0.0192127915,0.014332391,0.0024847762,112706
beaumont,carol,50,0.0146928613,0.0637974408,0.0170685825,0.0343745342,0.0251279002,0.0320986842,0.0555457045,0.018746751,0.036475879,0.0816850208,0.0414047864,0.0278724814,0.0091132142,0.0082461098,0.0162440203,0.0484559689,0.0421547628,0.0287149816,0.029029855,0.0206661612,0.0435740593,0.0328716619,0.0423705162,0.0462188493,0.0178252836,0.0168278887,0.0185224902,0.0325906889,0.0207523223,0.0769305324,0.0018972582,86057
bennett,david,50,0.0264861864,0.0376312344,0.0112172926,0.0319791696,0.0520015814,0.0109914788,0.018117307,0.0763322058,0.116277189,0.0242392839,0.0176637013,0.0180922216,0.0187300228,0.0064162282,0.0234368757,0.0414420703,0.0118342689,0.0210021567,0.0188423933,0.0205347258,0.0550823309,0.0241812717,0.0559182464,0.0158863281,0.0533394751,0.0121970809,0.0776857326,0.0313548675,0.0224431231,0.0486439517,0.0023777182,107850
bennett,paula,50,0.0094516516,0.0192350139,0.0102928662,0.0281208272,0.0248485338,0.0368531563,0.0347342528,0.034325416,0.0454319475,0.2821099268,0.0441014916,0.0108865182,0.0091144121,0.0068416896,0.0198670214,0.0232590516,0.0190990118,0.0171455314,0.010422582,0.0178265982,0.0386622987,0.048477869,0.0883529613,0.0177872544,0.0192548899,0.02123611,0.0123705671,0.0103493993,0.0192707585,0.0202702159,0.0011716188,53143
blue,jackie,50,0.0264099831,0.0355720154,0.0284895885,0.0271039823,0.036996162,0.0318029161,0.0395745898,0.0238869568,0.0659129041,0.040647137,0.0311640564,0.0111513852,0.0092012422,0.0085365105,0.052331537,0.0168477955,0.0405693353,0.050272291,0.0152062194,0.0132874575,0.0444516705,0.0475191401,0.0173888051,0.020302079,0.0121219297,0.1574569667,0.0320931443,0.0182593994,0.0217303686,0.0237125603,0.0004481619,20328
borrows,chester,50,0.0116284793,0.0385341408,0.0579754571,0.0473994254,0.028301688,0.0364439447,0.0677170164,0.0352383507,0.0289364852,0.0703824211,0.0359100604,0.0214751421,0.0169776326,0.0129987848,0.0273628361,0.0239958274,0.0795108506,0.0376156563,0.0260573235,0.0234970048,0.0360057051,0.0404944708,0.0501272497,0.0384286263,0.0225498438,0.016020948,0.0165282616,0.0162162748,0.020893944,0.0147759907,0.0012628694,57282
bridges,simon,50,0.0144931992,0.030951693,0.0250644733,0.019990802,0.0416645274,0.0295426556,0.1018180855,0.0480403824,0.0618360841,0.0452094725,0.0164842533,0.0206393227,0.0510526367,0.0079279764,0.0240732281,0.0310750567,0.0153785458,0.0218687726,0.0120458351,0.0171447152,0.0432450259,0.0254474186,0.0613841683,0.0202728971,0.0314946029,0.0278349915,0.0349242114,0.0319107348,0.0264160804,0.0607681102,0.001066567,48378
browning,steffan,50,0.0299670301,0.0404590614,0.0202975761,0.0243563799,0.0153558795,0.0844034162,0.0405548972,0.0206113429,0.0212463397,0.0130493968,0.0172978916,0.1741415743,0.0495958475,0.0149445274,0.0283096003,0.0448034741,0.0160493026,0.0309398477,0.0175995544,0.0179620049,0.0396671446,0.0294252615,0.0549781383,0.0362614838,0.0168563684,0.017495379,0.0187674177,0.0277268337,0.0173358387,0.0195411424,0.001545109,70084
brownlee,gerry,50,0.0148485411,0.0464593972,0.0263060891,0.0186547814,0.0252374407,0.0508691487,0.0326850763,0.0492938733,0.0437159195,0.0146725457,0.0161840062,0.0141060055,0.0267820407,0.0110962438,0.04227932,0.0316108829,0.0151246542,0.019396794,0.0285058843,0.0324388032,0.0779672792,0.0351455404,0.0704703194,0.0183516747,0.0942571713,0.0153751346,0.0461276722,0.0305293695,0.0314369339,0.0200715375,0.0014657416,66484
calder,cam,50,0.0303414082,0.0360608753,0.0254887093,0.0150445144,0.0317256966,0.0261182554,0.0358358075,0.022938711,0.0788278395,0.0275705742,0.0856651622,0.0335848662,0.0228062904,0.0083802823,0.0537401138,0.0208637919,0.036998799,0.0372604388,0.0257274167,0.0143428884,0.0797525838,0.0531779589,0.0244052738,0.0281631919,0.0262125496,0.0331194115,0.020230718,0.0188200598,0.0194319279,0.0273639002,0.0015423532,69959
carter,david,50,0.0183229638,0.0351840347,0.0375071043,0.018612295,0.0179812075,0.0784153893,0.0670255112,0.0389058422,0.0484697857,0.0124246962,0.0224614164,0.1053025214,0.0176638985,0.0103005762,0.0369958317,0.0288468807,0.0130098518,0.0161325581,0.0283982377,0.0227702256,0.0618091389,0.0261450728,0.020700319,0.0204985565,0.0744804687,0.0159863217,0.0156031593,0.023407435,0.0513140984,0.0153245627,0.0006871021,31166
chauvel,charles,50,0.0176790753,0.0769401887,0.1317577512,0.0179929878,0.0102386592,0.0652033971,0.0654864253,0.0245393632,0.014708795,0.0175580375,0.0128689626,0.011780837,0.0323133647,0.0095498641,0.0261806825,0.0425697408,0.0539394551,0.0396859698,0.0214505799,0.0113859452,0.0350524428,0.0219748125,0.0326335375,0.0752738034,0.0306722056,0.0125323165,0.0118915056,0.0238622531,0.0377657788,0.0145112896,0.0022291906,101113
clark,david,50,0.0139015528,0.056664053,0.0160765305,0.0992505709,0.0796017194,0.0369230562,0.0274177794,0.0310253185,0.091358381,0.0232809228,0.0227359028,0.0198182473,0.0165567696,0.0057211764,0.0195692598,0.0613800234,0.0090770683,0.0223595174,0.0120665902,0.0204824307,0.0338112327,0.0320660123,0.0542909367,0.0327887612,0.0243023217,0.0130375597,0.0126902456,0.0563142846,0.0324742836,0.0229574435,0.0049586394,224917
clendon,david,50,0.018432958,0.0490420752,0.0595337622,0.019634037,0.0133685906,0.058767707,0.0511115205,0.0137428635,0.028160154,0.0190011296,0.0312551446,0.0141846005,0.0183321594,0.0483852313,0.0365458766,0.1295695007,0.0930220138,0.0187040599,0.0213468303,0.0148557298,0.0371688137,0.0260255145,0.0373483311,0.0374657649,0.016286101,0.013341499,0.0134801014,0.0243544296,0.0180210491,0.0195124296,0.0031402635,142438
coleman,jonathan,50,0.0544339829,0.0190611516,0.0122875117,0.0129805719,0.0460380074,0.0451833124,0.0781122113,0.0628168472,0.0727331456,0.0196354526,0.013108367,0.009475134,0.0126769614,0.0054714226,0.0211727501,0.0184121007,0.0116175735,0.0160704576,0.0097607684,0.0151823712,0.0317846345,0.0184738584,0.0812959777,0.0229915313,0.0714390539,0.0544151597,0.0249175541,0.0673852614,0.0579158295,0.0131509682,0.0010499439,47624
collins,judith,50,0.0182859304,0.0321257797,0.0969336615,0.0181070397,0.0170757351,0.0667904896,0.0873359682,0.0334489837,0.0245673623,0.0482494858,0.011969287,0.0098998966,0.0120379176,0.0076841205,0.0281386459,0.0160198107,0.0960736703,0.0364827774,0.0188006495,0.0142296849,0.0396049918,0.025453566,0.059927667,0.0282193154,0.0241478058,0.0254722467,0.0125611563,0.0231119886,0.040170062,0.0270742576,0.0018114973,82167
cosgrove,clayton,50,0.0137189975,0.0423799734,0.0231530636,0.0304057925,0.049889985,0.035138377,0.0200628557,0.0525072387,0.0299295535,0.0112664373,0.0196191836,0.0156116054,0.016148685,0.0074350771,0.0298167998,0.0235280068,0.0198202845,0.012158242,0.0199659788,0.0177808389,0.0382384085,0.0222703426,0.1258782038,0.0266812555,0.0680893941,0.013286866,0.0153787647,0.11444722,0.0673621191,0.0180304684,0.0041821164,189695
cunliffe,david,50,0.0160570603,0.0284886036,0.0192152906,0.036757658,0.0857135605,0.0389673969,0.0277513883,0.0474148611,0.0668521293,0.0281662659,0.0159749789,0.0299574872,0.0271086496,0.0066709947,0.0325766643,0.0286142919,0.010025241,0.0134448211,0.0129680012,0.0298360592,0.0323673813,0.0334781305,0.0460772051,0.0274127754,0.0624400438,0.0104785323,0.017193938,0.0707785902,0.077046837,0.0201651632,0.0038586498,175023
curran,clare,50,0.0186858252,0.0926834917,0.0269457503,0.0235842762,0.0146349743,0.1112012193,0.0524299134,0.0164257828,0.0466328452,0.0198329799,0.0261703602,0.0318387482,0.0106207566,0.0093944878,0.0164643249,0.0487795654,0.0181817972,0.0281019522,0.0137045328,0.0160418037,0.0387267724,0.027084627,0.0495533634,0.0397392032,0.0396162545,0.0213554551,0.0180934006,0.0672459703,0.0395788465,0.0166507187,0.0026392341,119712
dalziel,lianne,50,0.011734887,0.0805245936,0.0793778818,0.0191535226,0.0111352266,0.0547219327,0.0560865987,0.0258098049,0.013236206,0.0235431365,0.0160294992,0.0132460561,0.0097082416,0.0057440572,0.0211016109,0.0489918751,0.04284259,0.0422385349,0.0289501525,0.0263199982,0.0640059188,0.0254994614,0.0475557973,0.0576191751,0.0353361033,0.0155408011,0.0118272671,0.0433926227,0.0516001279,0.0171262575,0.0029298736,132895
davis,kelvin,50,0.0124226835,0.0326207522,0.0079194374,0.0080025014,0.004977704,0.0205512229,0.0171125305,0.0121098341,0.0131577103,0.0502291303,0.0238690539,0.0101684071,0.082703515,0.3413590304,0.0426755136,0.0108946219,0.0792497549,0.0170463429,0.0183381592,0.0099902173,0.0323704597,0.0176510251,0.0539290855,0.019352916,0.0121717398,0.0118247163,0.0104492723,0.0097104995,0.0102112339,0.0069307986,0.0002401749,10894
dean,jacqui,50,0.0150644306,0.0515633693,0.0208696255,0.0154266897,0.0192059249,0.0348490243,0.0529985531,0.0243737925,0.0451594562,0.0229424659,0.0192531139,0.0251016487,0.0703114817,0.0090390957,0.02954564,0.0216563859,0.0938791192,0.0195377725,0.1017204123,0.0295671649,0.0550563874,0.0300035531,0.0430944264,0.0297311601,0.0281675592,0.0208762957,0.0176657458,0.0163321691,0.0166089124,0.0203987201,0.0021699957,98428
delahunty,catherine,50,0.0303897459,0.02961685,0.0258945898,0.0172293918,0.0143281571,0.0171071758,0.0213806033,0.0175518735,0.0187145557,0.0623000892,0.1117550268,0.0116726262,0.0647440605,0.0939305373,0.0575539001,0.0711723964,0.0191783945,0.0181720078,0.0329342129,0.0128570061,0.0331102679,0.0188308176,0.0637869647,0.0284456673,0.022609453,0.0164251317,0.0109929501,0.0172465235,0.0206673875,0.019401693,0.0029624362,134372
dunne,peter,50,0.0320720746,0.0310668269,0.0215407739,0.1234742032,0.041177988,0.0320259491,0.0649842144,0.0233297009,0.0374401667,0.0435125361,0.017449944,0.0146478305,0.0160763721,0.0082918075,0.0730794626,0.0680101565,0.0100000564,0.046574898,0.0184451668,0.0112459923,0.0392960021,0.0363631529,0.0262457012,0.0247637089,0.0348246201,0.0224074394,0.0126553761,0.0252523595,0.0294286193,0.0143169756,0.0013270687,60194
dyson,ruth,50,0.011327134,0.123816868,0.0258681199,0.0202609228,0.0204480595,0.051309386,0.0299773783,0.0414852862,0.0213395425,0.0342385088,0.0123828126,0.0145070622,0.0737840888,0.0066608817,0.0377339391,0.0398090323,0.0105857216,0.0160960475,0.0314104784,0.0217268896,0.0619472865,0.0178536914,0.0557354663,0.0467934753,0.0306382397,0.0321105865,0.0159842224,0.0161016631,0.058650856,0.0194163581,0.0030217193,137061
faafoi,kris,50,0.0162337869,0.0864489535,0.0305204225,0.0311577817,0.0287236469,0.0644462057,0.0218884682,0.0263056371,0.023758064,0.0356356398,0.0261008463,0.010471053,0.0090650091,0.0113424083,0.0322116548,0.0278056481,0.0771632845,0.0353686722,0.0255793791,0.0257715466,0.0663428453,0.0272457238,0.0685861488,0.046714829,0.0274164219,0.0196988392,0.024402614,0.026124206,0.0283579969,0.0191123395,0.0029860701,135444
fenton,darien,50,0.0370258251,0.0607902712,0.0128136762,0.019014313,0.0331215292,0.0337724604,0.034362805,0.0268142828,0.0285243421,0.0440405326,0.019553506,0.0167880191,0.0180226545,0.0078864669,0.0418289217,0.0237429503,0.0134223193,0.0216464571,0.0345291976,0.0185513888,0.0374413117,0.0231444263,0.0643055527,0.0258044838,0.0168134628,0.0224372406,0.0615444121,0.014636623,0.0242345837,0.1633859886,0.0031593559,143304
finlayson,christopher,50,0.0205447412,0.0514874402,0.0787773629,0.0145880265,0.0079733886,0.0686338585,0.0650941445,0.0287229795,0.0129120557,0.0120957823,0.0101224159,0.0110569536,0.0171772564,0.1992000464,0.0767233865,0.0247615175,0.0172735186,0.0086139442,0.0475688786,0.0120565913,0.0362467777,0.0152002411,0.0259158777,0.0357612416,0.0259429082,0.0131427002,0.0117443371,0.0102752442,0.0276777255,0.0127085995,0.0024237294,109937
flavell,te,50,0.0144824388,0.0213734632,0.0171359097,0.0096474581,0.0099571039,0.0197519545,0.0217015646,0.0180952089,0.0159087278,0.0225607678,0.021450479,0.0096302948,0.0193921787,0.4768624268,0.0424586778,0.0344850256,0.0170838993,0.0244550939,0.0210582644,0.0098276393,0.0251145215,0.0170587172,0.0270128412,0.0153115927,0.0161550822,0.0103948217,0.0076431045,0.0090542762,0.0145228787,0.0104135918,0.0028276217,128257
foss,craig,50,0.0151616711,0.0356812207,0.0184620076,0.0318267381,0.0338234388,0.0402217426,0.1621635238,0.0443089346,0.0636165172,0.0140508601,0.0180818299,0.0362896728,0.0130433123,0.0068465394,0.0191647023,0.0263101243,0.0150498942,0.0136128352,0.0121019019,0.0241751377,0.0344844075,0.0301957891,0.0368889069,0.0375408312,0.0179090344,0.0164997272,0.0110915521,0.1373075571,0.0215855606,0.0125040531,0.0011288264,51202
foster,bell,50,0.0491868064,0.0273557915,0.0341372938,0.0259668229,0.0357072249,0.0352381398,0.0266091338,0.0436114505,0.0570531113,0.0583499252,0.0225875063,0.0232396787,0.011096087,0.0111667731,0.0485355406,0.0270311739,0.0535982436,0.0234821027,0.0184982357,0.0281979647,0.0681759866,0.0545873481,0.0266693933,0.0192097431,0.038615737,0.0338667823,0.0243827943,0.0339600473,0.0242722146,0.0156107781,0.0002739943,12428
genter,julie,50,0.0143098464,0.0289907094,0.027079157,0.0336077329,0.0527329757,0.0170248973,0.0421112903,0.0147043353,0.0557417884,0.0195606095,0.0141315322,0.0139062549,0.0420859011,0.0115730045,0.0156543959,0.0592622786,0.0301763997,0.0196242819,0.0234903963,0.0226053262,0.0300810973,0.048632663,0.0186849651,0.0187198892,0.0260819608,0.0120459967,0.2131829686,0.0435177536,0.0171190674,0.0135604652,0.0021208101,96197
gilmore,aaron,50,0.0394458326,0.0470569393,0.0323669763,0.0287627932,0.0155229965,0.0338532682,0.0410818862,0.0597854126,0.0361249385,0.0363648756,0.0195605234,0.023038871,0.0164180256,0.0238306192,0.1287764087,0.0227711219,0.0542826327,0.0218780863,0.02945069,0.0238217832,0.0628773182,0.0185865179,0.0369482085,0.0151928022,0.0286340349,0.027402861,0.0122573959,0.0181564665,0.0280550106,0.0176948185,0.0002559382,11609
goff,phil,50,0.0513997862,0.0522479126,0.0567791292,0.0179667528,0.0314208616,0.0697460142,0.0411592865,0.0517328089,0.0154509822,0.0213925265,0.0135270894,0.0270183471,0.0157549857,0.0053100453,0.022294074,0.0294324018,0.1111312131,0.0206464233,0.0101810527,0.0195946678,0.0289157389,0.0325328447,0.0535781503,0.0319230032,0.0332224456,0.0140006027,0.0133365684,0.02222942,0.0668762681,0.0191985912,0.0048436887,219703
goldsmith,paul,50,0.0176879886,0.03704815,0.020598316,0.0543343692,0.0794365346,0.0251665313,0.0330805499,0.0240219549,0.1096684828,0.0230219269,0.0165405265,0.0241612589,0.034324533,0.0069910869,0.0392676058,0.0382599777,0.0127318383,0.0149833262,0.0359212489,0.0261415507,0.052467352,0.0482496158,0.048946122,0.0292304859,0.0266260673,0.0134255784,0.0166644442,0.0595886997,0.015027782,0.0163861624,0.0026796453,121545
goodhew,jo,50,0.0267106388,0.0134331747,0.0107600526,0.0481422176,0.0503386367,0.0347646224,0.0598020141,0.0169804747,0.1067257367,0.0475042312,0.0344008603,0.033911778,0.0380273546,0.0069046026,0.0342313021,0.0161682352,0.0147054484,0.0125274654,0.0150895446,0.0185728551,0.0445681617,0.0529901612,0.0540997031,0.0136281572,0.0158781911,0.0914033745,0.0090320918,0.0247377495,0.0205140621,0.0334468212,0.000497017,22544
graham,kennedy,50,0.0921343963,0.0272666703,0.0505104126,0.0255816918,0.0306168993,0.0366493773,0.0384473808,0.0306707956,0.0479620249,0.0145403743,0.0101899338,0.0210210899,0.1435607403,0.007034252,0.0419315538,0.073205566,0.0111579443,0.0124514248,0.0118309281,0.0131426446,0.0361453462,0.0571318488,0.0146946293,0.0251057794,0.0244839881,0.0107215465,0.0122805106,0.0304438826,0.0367847669,0.0123016187,0.0013687808,62086
groser,tim,50,0.0417530225,0.0284813792,0.026328685,0.0156869082,0.0619445448,0.0239852152,0.0352845655,0.0223996367,0.116138118,0.0187195505,0.0099189871,0.0450994553,0.0509313926,0.0078799605,0.0316970705,0.0832710522,0.0184535555,0.0149978264,0.0106889534,0.0196917935,0.0394766097,0.0511940935,0.0602237302,0.0113122879,0.0385427611,0.0188961026,0.01060117,0.0249460847,0.0461562093,0.0152995916,0.0002974738,13493
guy,nathan,50,0.0475431717,0.0275099764,0.0141572798,0.0150110009,0.0400997412,0.0250700172,0.0642597308,0.0415165951,0.100233938,0.0209599139,0.023347188,0.12482637,0.0432554181,0.0070065575,0.021567976,0.0110100437,0.0163911179,0.0213367076,0.0146747929,0.0109671664,0.0514093699,0.0330734278,0.0484523924,0.0183836827,0.020850826,0.0244792028,0.0443684059,0.0127301973,0.0351853983,0.020322362,0.0004700321,21320
hague,kevin,50,0.0179705545,0.0475610943,0.0199596255,0.0153556222,0.0210815629,0.0458939731,0.0522594175,0.0205047922,0.0228702616,0.0254336055,0.0163699517,0.0212698879,0.0279310247,0.0074513757,0.044524094,0.0808306635,0.0171894541,0.1137801371,0.0145424323,0.0178753055,0.0397337878,0.0409815102,0.0203224589,0.0318519578,0.0175544451,0.0888498837,0.0112246394,0.0246251275,0.0273297731,0.0468715708,0.0017730039,80421
harawira,hone,50,0.0257144915,0.012642652,0.0182664353,0.0120275085,0.0399045492,0.0190028119,0.0160419076,0.0323625352,0.0296983483,0.070585618,0.0778264868,0.0112648529,0.0137798155,0.1789432113,0.0504698362,0.0233065087,0.0186716279,0.0272676336,0.0237234745,0.0481369167,0.027681647,0.0337699478,0.0375389097,0.0193670479,0.0336200194,0.0202530338,0.0114524671,0.0300408409,0.0202679297,0.0163708877,0.0009103233,41291
hauiti,claudette,50,0.0142913,0.0322223521,0.0149231064,0.0130108219,0.0171587746,0.0115411128,0.0481847716,0.0131810636,0.0227796464,0.0187491965,0.0254568789,0.0136810497,0.0499422352,0.3306248148,0.0581305013,0.0107547203,0.0209303159,0.0117962037,0.0452340091,0.0179186411,0.049035141,0.0338214036,0.0138189414,0.0241346565,0.0122631505,0.0183887161,0.0116579907,0.0243475451,0.0122847944,0.0097360732,0.0005257216,23846
hayes,joanne,50,0.0173083663,0.0277515222,0.0243567746,0.0097047881,0.0168588611,0.0144761133,0.014501543,0.0363330097,0.0618724601,0.0289577843,0.047194613,0.0242574493,0.0409641762,0.2003873381,0.0924693562,0.0114245959,0.0239866871,0.0204821499,0.0221853169,0.0129118123,0.0632898721,0.043892713,0.0264456922,0.0097192509,0.0242378305,0.0159533705,0.0162980211,0.0095985227,0.0267792592,0.015400891,0.0001912977,8677
hayes,john,50,0.0575837047,0.0253297461,0.0145823971,0.0447499601,0.0796603892,0.0220675481,0.0279980355,0.0417360049,0.0943250168,0.0210201959,0.0192479372,0.0543678321,0.0225718267,0.0091583093,0.0388762795,0.0225095914,0.0121913387,0.0166087756,0.0215851469,0.0143732731,0.0593500555,0.0513955844,0.0343721368,0.014686368,0.055134783,0.0162316488,0.0183734339,0.0411478401,0.0320178188,0.0167471141,0.0012177621,55236
heatley,phil,50,0.0137218901,0.0458022995,0.0211676584,0.048430449,0.0250332851,0.0257871422,0.0567154046,0.0513201394,0.0417705301,0.0533041358,0.0152446016,0.0169261002,0.0705912509,0.0073026196,0.0272280449,0.0287446602,0.0187027442,0.014918266,0.0618171991,0.0894524284,0.0473204389,0.0392016729,0.032388734,0.0285576962,0.0221749792,0.0144042274,0.0272274864,0.0154362372,0.025459433,0.0138481464,0.0011354184,51501
henare,tau,50,0.0255571893,0.0336552913,0.0146110953,0.0117021684,0.0265210941,0.0131056378,0.0104626128,0.0372838617,0.0295437382,0.0244648514,0.0170385907,0.0162084996,0.0131460382,0.1613986156,0.0725690707,0.0167432831,0.0137013612,0.0172339446,0.0195076759,0.0252200577,0.0480416919,0.0328446814,0.1215896016,0.0161770561,0.0657140267,0.0113839724,0.0290910167,0.0229305667,0.0297472459,0.0228053233,0.0016193397,73451
hipkins,chris,50,0.0113464,0.0365448891,0.0212551816,0.0468493538,0.0286232839,0.0766525994,0.0279059761,0.0485149398,0.0292360747,0.0158449994,0.1702013616,0.0136632466,0.0126793534,0.0049362407,0.0135806182,0.0378291872,0.0116448987,0.0139434988,0.0174728854,0.0289843235,0.0357016655,0.023420002,0.0603322885,0.03521838,0.0567827269,0.0141307805,0.015966899,0.0199099341,0.0511652534,0.0196627311,0.0038302979,173737
horan,brendan,50,0.0223235765,0.0289304899,0.0190140669,0.0191575479,0.0223372429,0.0378196452,0.0237581882,0.0340985466,0.0311155951,0.0293011446,0.0189589474,0.0224884268,0.0397879842,0.0868080128,0.0716308132,0.0203959657,0.0174811367,0.0247727313,0.020607806,0.0239617214,0.041800024,0.0220043463,0.039079713,0.0362762941,0.0537137468,0.0360111778,0.0783629703,0.0266491639,0.025990517,0.0253624159,0.0016257773,73743
horomia,parekura,50,0.0102376822,0.0152639573,0.0100918298,0.0106157313,0.0133181998,0.0084470654,0.0132211234,0.0082686814,0.0136563745,0.0138346155,0.0075668588,0.0090876515,0.0169710257,0.5217552637,0.049572516,0.0162184826,0.0075038882,0.0147152223,0.0149279856,0.0127184244,0.0223472889,0.0127272377,0.0687278212,0.0159202763,0.0201809651,0.0079708217,0.0115924658,0.0125420964,0.0318415418,0.0081571347,0.0010638773,48256
hughes,gareth,50,0.0302966476,0.0489957509,0.0206029682,0.0285318418,0.047260087,0.0389363842,0.0241572845,0.0323830805,0.0724690222,0.0150180457,0.0135968859,0.0257056517,0.1763956846,0.0282966911,0.0275233981,0.0396066936,0.0093956882,0.0234633747,0.0126099477,0.0231600611,0.0312922541,0.0319791927,0.0404475207,0.0274405275,0.0220100697,0.0097662056,0.0335589642,0.0308550952,0.0189874308,0.0152575222,0.0033557023,152210
huo,raymond,50,0.0187719179,0.0532690234,0.0641094419,0.0363864122,0.0235277281,0.0390335314,0.1396862307,0.0266651793,0.0173223866,0.0133592063,0.0147117877,0.024254588,0.0232764277,0.0066940724,0.0224574238,0.0322466634,0.0378274898,0.0120397522,0.0339148772,0.0892282505,0.0399241374,0.0272852617,0.014471092,0.0426883932,0.0228972248,0.0137739482,0.0106540974,0.0518837958,0.0309156375,0.0167240848,0.0008987268,40765
hutchison,paul,50,0.0283176631,0.0386938081,0.018251642,0.0125188158,0.0395045563,0.0192432719,0.0299959151,0.0344180954,0.067669282,0.0340316848,0.0352039398,0.0296365534,0.0154835485,0.0136471494,0.07143242,0.0351076098,0.0112313384,0.0674505935,0.0139399912,0.0154154168,0.0471930221,0.056524832,0.033340711,0.0161531468,0.0277189412,0.1296601295,0.0148496645,0.0131397182,0.0182756889,0.011950941,0.0011198976,50797
jones,shane,50,0.0144311532,0.027155608,0.0237863293,0.0205091293,0.0190583499,0.023150047,0.0273525097,0.0305220109,0.0347706487,0.0128879757,0.0156943624,0.0254144797,0.0228295007,0.219070469,0.0948868115,0.0565614464,0.0094123911,0.0145874783,0.0199753523,0.0265168316,0.0293187303,0.0183126647,0.0465262072,0.0138952611,0.0306695924,0.0095289671,0.0174900503,0.0571081585,0.0278051136,0.010772291,0.0021400567,97070
joyce,steven,50,0.0173149226,0.0113060369,0.0107010098,0.0167934818,0.0421377245,0.0211246136,0.0510095407,0.0692973591,0.1663006647,0.0116863007,0.0778558926,0.0298312869,0.0267793787,0.0060458333,0.0211385053,0.0471365629,0.0077733584,0.0107074048,0.0135023742,0.0164677531,0.0349962272,0.0451375883,0.0675761403,0.0092873357,0.0538119784,0.0104485676,0.0228844513,0.0362223006,0.0299147804,0.0148106002,0.0012886858,58453
kaye,nikki,50,0.0121690668,0.0730907605,0.0144973445,0.0169224124,0.0266719328,0.0284694852,0.0505299241,0.0291868474,0.0791392388,0.0307825069,0.1140192973,0.0402590577,0.0236918123,0.0122338398,0.0360023714,0.0376875783,0.0105217227,0.0190689547,0.0690115372,0.0190628503,0.0602226506,0.0326377015,0.0350151861,0.030263982,0.024237247,0.015426818,0.0141808216,0.0135261536,0.0179135602,0.0135573406,0.0011819365,53611
key,john,50,0.0349712672,0.0104466521,0.0082680419,0.0071974057,0.0881782128,0.0332384729,0.0112408777,0.0580044832,0.1197555018,0.0284327328,0.0429764208,0.0131701238,0.0159243264,0.0126242986,0.0870091182,0.0134614718,0.0083314469,0.008334924,0.0098439219,0.0335379138,0.0395367387,0.0267885749,0.0686401131,0.0077793725,0.0804159849,0.0290437087,0.0149452816,0.0214212449,0.0517979538,0.0146834169,0.0006566339,29784
king,annette,50,0.0140671053,0.048934985,0.0140879326,0.0162885521,0.0299207742,0.0361170008,0.0393271654,0.0541026061,0.0221708918,0.0274742581,0.0129302255,0.0159761796,0.0116925357,0.0073991824,0.0249886434,0.0148446668,0.0109288677,0.0375760947,0.0662404219,0.0455126746,0.0389104806,0.0362460939,0.0599608343,0.0241967939,0.0316496451,0.1308267929,0.0305246419,0.0141855499,0.0628289197,0.0200894921,0.0022694477,102939
king,colin,50,0.0135852442,0.0441576326,0.0205598848,0.0180181318,0.0246814062,0.0185458229,0.0275583443,0.0260774386,0.0707854341,0.0278910117,0.1105109403,0.0655261229,0.0406031162,0.0126695185,0.0508449927,0.0506550671,0.0108676807,0.0175123896,0.019693523,0.0255138816,0.0496526317,0.0374056357,0.0436410852,0.0238864553,0.0457846066,0.0226179842,0.0175368321,0.0192714996,0.0222021273,0.0217436401,0.0009439222,42815
